id,name,city,state,zip,type,status,county,countyfips,country,latitude,longitude,naics_code,naics_desc,source,sourcedate,val_method,val_date,lines,max_volt,min_volt,max_infer,min_infer
202056,UNKNOWN202056,COQUITLAM,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.23,-122.86,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202145,UNKNOWN202145,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.12,-123.07,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202166,UNKNOWN202166,BURNABY,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.26,-122.97,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202218,UNKNOWN202218,PORT COQUITLAM,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.26,-122.78,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202221,UNKNOWN202221,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.39,-121.46,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202226,UNKNOWN202226,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.46,-120.5,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202301,UNKNOWN202301,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49,-117.61,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202302,UNKNOWN202302,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.03,-117.5,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202318,MARACAIBO,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.86,-123.45,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202319,UNKNOWN202319,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.91,-123.36,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202385,SOOKE,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.39,-123.7,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202386,ISLAND PHOENIX,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.13,-123.86,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202395,LIONS BAY,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.45,-123.24,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202404,AMERICAN CREEK CAPACITOR STATION,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.43,-121.46,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202405,VASEAUX LAKE,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.25,-119.52,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202323,DUNSMUIR - 138 KV ADJUNCT,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.39,-124.67,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202371,QUALICUM,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.33,-124.44,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202372,PARKSVILLE,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.3,-124.32,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,Company Shapefile,"12/4/2014, 4:00 PM",IMAGERY/OTHER,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202373,LANTZVILLE,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.23,-124.07,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202415,UNKNOWN202415,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.14,-116.54,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202422,UNKNOWN202422,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.07,-122.39,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202618,UNKNOWN202618,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.11,-117.74,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202619,UNKNOWN202619,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.1,-117.82,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202620,UNKNOWN202620,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.1,-117.74,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202705,UBC SOUTH CAMPUS,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.25,-123.23,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202706,WESTCOAST CELLUFIBRE,VANCOUVER,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.21,-123.11,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202374,SHAWNIGAN LAKE,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,48.65,-123.6,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202799,VANCOUVER AIRPORT,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.19,-123.15,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202829,UNKNOWN202829,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.04,-119.43,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202833,UNKNOWN202833,OSOYOOS,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.03,-119.47,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
202948,HAREWOOD WEST,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.12,-123.95,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
203099,UNKNOWN203099,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.1,-117.73,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
203102,UNKNOWN203102,NOT AVAILABLE,BC,NOT AVAILABLE,SUBSTATION,IN SERVICE,NOT AVAILABLE,NOT AVAILABLE,CAN,49.11,-117.73,221121,ELECTRIC BULK POWER TRANSMISSION AND CONTROL,View,"12/4/2014, 4:00 PM",UNVERIFIED,"12/4/2014, 4:00 PM",0,"-999,999","-999,999",N,N
